CC,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
EAP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000921177739299677,0.179129660934345,0.546240994910323,0.792412511200276,0.948556392906405,1.14402382852351,1.15823845355473,1.17570479878126,1.01994052075667,0.894365940796245,0.903875386214555,0.904386266563411,0.894900294994945,0.798748908202747,0.726775182438632,0.657082536772643,0.751684695912037,0.919585778862243,0.828276275608252,0.904318406556717,0.988892728517728,1.09180345154619,1.1738748534341,1.08737282525405,0.999732158851988,0.890361018129006,0.829787782490985,0.85371175256945,0.881010076048047,0.90992462051366,1.27699152111014,1.66578524686775,1.93694753830792,2.33166114796893,2.77286373824274,3.58921819657743,4.04903782240123,0,0,0,0
EAR,0,0,0,0,0,0,0,0,0,0,0.211043337235376,0.204963908904349,0.240989155725462,0.323162316487999,0.356962168024496,0.412510083250559,0.397177505293833,0.356424863078687,0.493486012651258,0.666594921427503,0.823020507413478,0.943766317310114,1.03479268097508,1.02841025717993,1.01195985937062,1.07565303761366,1.07186622562106,1.07979361017712,1.07892360272111,1.08774036726773,1.15725495397712,1.17513930118598,1.12523463438168,1.14452703671835,1.1548659696735,1.10416587476205,1.09993978129706,1.14707564912681,1.24576146510609,1.39041789913118,1.42687421708874,1.42346359660335,1.45182816512178,1.50522430643484,1.57416389187918,1.64617623476381,1.76536284451118,1.85399641427957,2.08142403858075,2.19263055903789,2.3791631417786,2.66787201218245,2.8938392616897,3.22275121018817,0,0,0,0
EAS,0,0,0,0,0,0,0,0,0,0,0.227702940611587,0.208203976445821,0.226839432900451,0.257744598587425,0.249444913658404,0.240644971915881,0.22277437589788,0.2349723313746,0.291412033373529,0.413718345597009,0.485959918054301,1.2819865012461,1.37132123024213,1.40666354291171,1.40354190932447,1.39530771652219,1.34120328676682,1.36420654625901,1.3920454312907,1.04275257625184,1.00477189074172,0.950531436067388,0.891020613681254,0.920011644249509,1.03942635120177,1.0033088082117,1.03851861074883,1.04419556348902,1.10139302749876,1.12155291613529,1.0859168766358,1.05321958439401,1.03168301363695,1.01259658681725,1.09629083905437,1.13331017447864,1.18027990084601,1.45074503058435,1.72987263938952,2.16621931964263,2.50141450884409,2.8932785878611,3.63450277092817,4.18991365540167,0,0,0,0
ECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00812274739082734,0.0103678368987661,0.0107216882826936,0.0128771947072128,0.0127930449650866,0.0247256616376763,0.021638532246647,0.0300095898660916,0.0279557432386575,0.0205702720393117,0.0236489614392349,0.0299983558832438,0.0309559283529228,0.0391020592728352,0.0431917268750859,0.0418142134595243,0.049065857283999,0.0865818849269903,0.118536918799004,0.183529680426635,0.323187856509666,0.492352428511832,0.719142645219909,1.04108074386097,1.3510872073165,0,0,0,0
ECS,0,0,0,0,0,0,0,0,0,0,0.350855470109394,0.323551276228935,0.319184972175411,0.257401517023325,0.273946020473814,0.254339897324381,0.259183096850762,0.262299736246689,0.260331481459033,0.312447261310464,0.322687746621924,0.287504924825282,0.290526788628169,0.296689012354188,0.30278601910924,0.324634263277086,0.307723046965173,0.318249821192796,0.31493286167142,0.43687577357634,0.461840773296885,0.510576698812406,0.582359660967994,0.65010711039639,0.717919444999354,0.730447387604618,0.898897324804051,1.06184792035589,1.15899999321723,1.38390345373687,1.50577953400657,1.81692559924533,2.10569060679553,2.5803598822625,2.97715449081028,3.36947781672869,3.96665916529472,4.48630744655335,5.32450245329001,5.91275853115615,7.19854164471441,8.40793479145128,9.54845276595622,10.4691342335768,0,0,0,0
ECU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812623274161736,1.03730017761989,1.34375763498656,1.12132646011585,1.18477031611826,1.2250756061305,1.36779595015576,1.30432879590318,1.53475774902197,2.03645040523306,0,0,0,0
 Arab Rep.,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350390539455435,0.175319606362694,0.265363463893759,0.228725193407333,0.386623661788345,0.516293349391406,0.507866409053271,0.533763116622042,0.664114633698024,0.696733821733822,0.815107913669065,1.16079457205918,1.10986874706174,0.910783383222604,0.909848259446593,0.909477312558589,0,0,0
EMU,0.627174031458443,0.591252331720855,0.594216411398913,0.550968449495302,0.560194114688745,0.717425136169142,0.736710860226706,0.757461340667535,0.743965587400196,0.967796357503729,0.935814644608356,0.83729741124633,0.804364719487913,0.630457051166823,0.695526709000327,0.635096064090171,0.640507877238377,0.652035943871345,0.623557851725818,0.73860498989983,0.725535627689305,0.634016898716793,0.608401845699908,0.601134191784623,0.624272606086203,0.65915521928668,0.622721498658095,0.642952073525082,0.612129557934569,0.883162366048268,0.908853156009244,0.95467945768071,1.05011313621915,1.11417693915156,1.21766303808162,1.21305949470931,1.46067670280128,1.70332530993217,1.84093623402294,2.19109071954726,2.41597162971025,2.97958491299833,3.46720459577013,4.1814723401226,4.90580424818881,5.66802187375659,6.75043885906789,7.68171583227154,9.0689480251832,10.002166195776,12.2880814868264,14.4267542671011,15.9945419818939,17.2374828438039,0,0,0,0
ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.467289719626168,0.512820512820513,0.467289719626168,0.476190476190476,0.429184549356223,0.386100386100386,0.36101083032491,0.353356890459364,0.347222222222222,0.743494423791822,0.694444444444444,0.696864111498258,0.677966101694915,0.643086816720257,0.593471810089021,0.557103064066852,0.550964187327824,0.540540540540541,0,0,0,0
ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834769017636716,0.0844361451652188,0.0898181550467496,0.0740153317472905,0.0636894949797692,0.137640381008064,0.209535548209984,0.333372892144699,0.321504151066254,0.239725700314222,0.331422921282479,0.385468562493182,0.429052208693814,0.485361160706547,0.465683369176841,0.486399133875192,0.419565149577315,0.424566007571301,0.485626046296831,0.367527173913043,0.371678372551354,0.364461159684392,0.437779195915763,0.452910788154839,0.512112963170128,0.782627599700476,0.841577019582961,1.17263292571386,1.49851079672375,2.17890855385572,2.82363378764355,3.61012069490747,4.98422371069995,5.94606568653741,6.89891994274395,8.24681718461193,8.86048541521473,10.2617620652069,12.4700139559712,16.3323271741775,18.5947975328506,19.5267774145637,22.5952738975716,26.4851036614614,25.859341186911,24.9241503212563,0,0,0
EST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0690210514206833,0.0549269471602768,0.0867867216315904,0.140828541251027,0.145137880986938,0.152707623634441,0.129671106919722,0.281458895273836,0.354365587164091,0.368788819875776,0.872121509064184,1.19194410193177,1.01722723543888,1.59720253284189,5.79792687094202,7.84480098734958,8.91181261149461,11.9913094342776,8.99435028248588,10.9432749477744,14.1403475088797,0,0,0
ETH,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57289776164549,1.21654501216545,0.29868578255675,0.0497017892644135,0.0,0.0,0.0,0.0,0.0,0.0,0.370664548583532,0.601202404809619,0.36144578313253,0.583964646464647,2.73396424815983,4.27801353366212,4.27457098283931,0,0,0,0
EUU,0.359872102604892,0.33975014252706,0.342749795109377,0.320620113007056,0.326493100587363,0.421777403635632,0.435461284550777,0.449269010184237,0.447977875016912,0.611491301905483,0.599564595960026,0.550946057516285,0.543862991664089,0.437281193316842,0.467141560960568,0.434533254208817,0.440017021361682,0.444814716009342,0.432074590127907,0.528695506719106,0.534412124870657,0.478852288476229,0.485896398843593,0.49637920232665,0.508264027934932,0.538988902093902,0.508231865244734,0.527369231925758,0.521909477958787,0.73179071003026,0.761415798290078,0.828347570136912,0.927700361797387,1.00040812181285,1.08470522294453,1.07825373418829,1.33182245564883,1.56245686585211,1.7047628417451,2.05282387627497,2.21412842682767,2.69238250949715,3.11716578709053,3.84744570204956,4.48883489849093,5.09431128794925,6.03049636519459,6.8766169510116,8.1707159634711,9.07185159267618,11.2122980517665,13.2394423970596,15.0249314389289,16.6220559625878,0,0,0,0
FCS,0,0,0,0,0,0,0,0,0,0,0.0633598665004729,0.0579406002102989,0.0504399863655024,0.0475375554205434,0.0427078334090683,0.038547060454739,0.0353482281767842,0.0319798370142513,0.0279620456568634,0.0273545162434897,0.0270430288854727,0.0237263541251974,0.0212515030274087,0.0194815219222158,0.0223664592980321,0.0286548149076213,0.0217535070359302,0.0203272493955941,0.0196669960575869,0.020243040842858,0.0205739099146784,0.0,0.0,0.0,0.0,0.0,0.000861261903391649,0.000787769946608192,0.000742378926551623,0.000700030593522687,0.00132632909337732,0.00124394834580956,0.00189971044773213,0.0642138079311859,0.0631633474349207,0.116478512361398,0.0972628536332904,0.0971041184654788,0.0621383813228449,0.069985477758192,0.0836561515993647,0.104384429910692,0.0967346213772184,0.0841557192827825,0,0,0,0
FIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.48195008919212,8.62277101369296,8.58033780857514,9.7627662535405,9.86271731346467,10.3380963535566,8.50619116947516,11.433156007864,13.3353285732609,12.1125300545661,12.4599862810106,11.1994200252396,12.0792475485291,11.234969048692,12.3024054982818,13.7202119520558,13.3297696569152,12.4881531171149,13.7785411716086,12.5060705712581,13.9735230681508,15.9589665446729,16.6181420516681,17.9505171421755,18.9064955281747,19.1046125138492,0,0,0
FJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRA,0.0,0.0,0.0,0.0,0.0,0.351944266466931,0.5175983436853,0.751159998702099,0.776112889147512,0.492433014125948,0.45877740633562,0.481305599850468,0.438884870800184,0.416918655370437,0.378857383401513,0.289521366774023,0.293181278213352,0.298481063034779,0.294424645172559,0.279043014597292,0.275006349091173,0.28513150523579,0.269502537589848,0.26777993696014,0.25047145851457,0.251266733782064,0.245987429670441,0.236525964041903,0.335039922286598,0.458534176735802,0.465443788030433,0.463901950170757,0.420735264684214,0.455758934497559,0.475365481747798,0.477453059941865,0.536553720245521,0.527139607227766,0.554833981471001,0.567842087954797,0.636546692928115,0.688004624026877,0.732497008035562,0.771043238205764,0.848199436284379,1.05982803916886,1.47296199460056,1.78832001293948,2.38644865008489,2.74364904259373,3.5240683425178,4.33663917150774,4.57668687858917,5.13071408437302,6.12954029335573,0,0,0
FRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Fed. Sts.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306748466257669,0.812182741116751,0.80563947633434,0.800800800800801,0.844277673545966,0.790166812993854,0.57660626029654,0.557324840764331,0.521221146686523,0.52710843373494,0.532319391634981,0.497512437810945,0.472334682860999,0.521172638436482,0.519480519480519,0.508259212198221,0.48048048048048,0.461361014994233,0.439077936333699,0.490463215258856,0.46583850931677,0.44269552385637,0.557880055788006,0.530035335689046,0.506970849176172,0,0,0,0
GBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000356638468451761,0.000339306254432188,0.000334051544153263,0.0,0.000326057894839808,0.00287838810266251,0.190083554940127,0.217518484403396,0.304998340358107,0.440209534764429,0.572573102293985,0.611448799809919,0.656145061878602,0.795291826565095,0.977902342700628,1.17180013689254,1.30457429048414,1.43657419030881,1.6484873698306,1.8711770462206,2.3775387375507,3.0385028766517,3.43441891675499,3.71809552892078,4.33388339548603,5.35579771335129,5.90643413862411,8.08604262626983,10.1121414468576,13.8068960097007,17.6879675754816,22.9708971272956,0,0,0
GEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
GHA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233082122601197,0.0308570546941294,0,0,0,0
GIB,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033238050920694,0.00301549966829504,0.00292312189418299,0.00575125808770669,0.00559550121702151,0.0241773002014775,0.125862023756457,0.0941036626136054,0.0847478147170634,0.0895993963830138,0.0831562413378915,0.151580770896492,0.329992914262577,0.844174075807206,1.57321576607129,1.4403559180647,1.94456437267939,2.1185792256814,2.33732141955677,3.01434055069044,3.19401699861268,3.87525432349949,4.60110649163584,5.33756340753395,6.98303251537889,9.45845880436393,14.0123262247435,15.2970621536261,17.6346555323591,0,0,0
GRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTM,0,0,0,0,0,0,0,0,0,0,3.92706872370266,3.92857142857143,4.73568281938326,6.32911392405063,5.54561717352415,6.21836587129429,4.95376486129458,3.76411543287327,2.97265160523187,2.66393442622951,5.29994175888177,6.32040050062578,5.57103064066852,5.3735255570118,4.94505494505495,6.20555914673562,6.78260869565217,7.01086956521739,11.0581506196378,13.0375114364135,14.4356955380577,12.6126126126126,12.7955493741307,12.4717285945073,12.6133786848073,13.1415010382676,15.1253241140882,6.93447037701975,11.4798379316998,10.0198412698413,10.4148881680041,10.2406719431433,11.3549483222427,11.4289429202965,10.9703068704187,11.5111437668381,13.008222932846,13.2599220004588,16.5911351829336,20.5667378837288,18.9521838579675,19.5176370590735,20.2520161290323,23.4032634032634,0,0,0,0
GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIC,0.184051920756829,0.189748755593197,0.201777427970686,0.197700634914217,0.198098650210073,0.225420577717893,0.219325506275349,0.227418210783508,0.227367057937024,0.28447676498496,0.280208184126169,0.279283825444734,0.297785443079769,0.268662518820984,0.293615028057463,0.300561908940889,0.304993953157511,0.294758708076212,0.316895580149037,0.366456809581677,0.390703198760741,0.514778711542999,0.543107864179126,0.578970320705012,0.616289394731729,0.658834846942802,0.662146254859738,0.666220495261666,1.43554163852859,1.73289639873895,1.29110932614498,1.41128904649401,1.44026587600237,1.46760832808262,1.44340100692572,1.4441386327991,1.50186532826173,1.53110121184086,1.61338620579799,1.71229738343126,1.76940127516947,1.97019964593427,2.13394521505583,2.39506434090828,2.62501029239013,2.93460358979827,3.30602150108488,3.78296788736023,4.42236648573538,5.01309519463596,5.94910384692245,6.82068114509115,7.77868805243181,8.57744138392613,0,0,0,0
 China,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258953310718078,0.00256726227151366,0.00263199452545139,0.00258184446968915,0.242269518326517,0.204561726500972,0.234270414993307,0.242606874712702,0.248107864267455,0,0,0
HND,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290951411114344,0.0273822562979189,0.231719876416066,0.730638090599123,0.793650793650794,1.09233305853256,2.28449045154382,2.37061769616027,2.65193370165746,3.00809283860131,2.53584905660377,2.36092666371551,9.99607996863975,13.2945736434109,12.8313103789943,11.458074147798,0,0,0,0
HPC,0,0,0,0,0,0,0,0,0,0,0.35279326293534,0.311607587029293,0.28533948157637,0.259766216386913,0.266816168867484,0.263619139994376,0.23838383652108,0.242887802936145,0.232420260570582,0.259429637579659,0.243935341495375,0.247120101653801,0.434162562384475,0.977114526187089,0.947277235320623,0.815221408220742,0.774404836415978,0.827563345757472,1.19788694034715,1.18944054872638,1.31599635034286,1.34258745840296,1.13912391270486,1.07090394972127,0.958736752566732,0.930747360206299,0.915838021702664,0.708813915912087,0.458285035590809,0.528729268310561,0.516325673562949,0.579939123078059,0.720998358810053,0.835471335905078,1.00436736393764,1.55858053957163,1.01249447845042,1.0810590499031,1.07638200489742,1.08618265099845,1.48035281966013,2.01140517332208,2.26768515995675,2.3117986626785,0,0,0,0
HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121386007503862,0.111844312716698,0.0674005841383959,0.19866164784609,0.0683916562179414,0.0970245795601552,0.0805513290969301,0.00976848686138517,0.0785751702462022,0.069353471526547,0.00887862913966084,0.0,0.0,0.0,0.0431747859250198,0.183809450869266,0.232144238953803,0.342766042247908,0.477270949065018,0.590875093492895,1.1624763449581,2.27676983279972,4.01208345133579,4.68201046820105,6.92170288776422,0,0,0,0
HTI,0,0,0,0,0,0,0,0,0,0,14.6341463414634,11.3207547169811,9.83606557377049,7.94701986754967,6.06060606060606,6.06060606060606,5.74162679425837,4.89795918367347,4.28571428571429,3.82165605095541,3.2258064516129,3.07692307692308,2.91970802919708,2.8436018957346,3.40136054421769,4.51467268623025,3.23886639676113,2.99065420560748,2.78260869565217,2.84757118927973,3.63247863247863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
HUN,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102649887845493,0.111957008508733,0.0855188141391106,0.0773135231436351,0.0752574145657305,0.0135221932997532,0.0597833731889155,0.0800987885058238,0.145179106832886,0.118487012000608,0.134268238102342,0.164618731259921,0.142490738102023,0.149730203124559,0.161333691852649,0.171812222457179,0.18470631695604,0.194974598379789,0.118925795834831,0.48323326987846,2.1686246588347,4.66495133683857,3.64483114420369,4.18668668668669,5.35665209244222,7.42731424752144,7.57806855583206,6.9019128793137,7.02468601126029,8.50087484731438,9.65237819617991,9.688317710576,0,0,0
IBD,0,0,0,0,0,0,0,0,0,0,0.149078992403842,0.155987040078765,0.168994834973812,0.188862351943796,0.205476515915738,0.219224973896621,0.227964555363133,0.220055609866128,0.269923940996772,0.313065487154671,0.366129403869056,0.41527170453402,0.469931242667126,0.436610970114034,0.436378659239874,0.458088834121025,0.461628487722717,0.451119796803143,0.444444059964943,0.483972172908834,0.519289079261991,0.597110290503289,0.593011874075993,0.635144381605634,0.711120804849013,0.695162057870744,0.727406352265605,0.744791441071798,0.812845434481541,0.850859287099562,0.904705170956228,0.909229425259377,0.920976331607706,0.93469283260238,0.998930776388249,1.04662358560205,1.17520199648654,1.40126223012481,1.75145034898286,2.0413362488769,2.36151552045399,2.7932332483552,3.3960436568835,3.90569036561838,0,0,0,0
IBT,0,0,0,0,0,0,0,0,0,0,0.154424208284201,0.159649875352879,0.170814521809855,0.188884351235438,0.203727502915988,0.216093618442467,0.223670915449818,0.216362033566816,0.261972958887282,0.302830083708082,0.352124971609293,0.397833521460508,0.452101037637414,0.428100240271778,0.427353666779643,0.456563376053467,0.457452697199809,0.445346076823978,0.442801313482673,0.47895585485768,0.513082243281388,0.585474786178573,0.58043112683796,0.616224722622826,0.689432724146055,0.67433518428619,0.704300160650543,0.718949888244515,0.779335659626846,0.817474915302988,0.868077839461876,0.871077990738448,0.890834940910848,0.90781489680572,0.970134742519835,1.02417748871645,1.14037449756367,1.35899233565534,1.69398932290136,1.97173939309111,2.28484705247467,2.70624966816043,3.2953240231959,3.79888004856686,0,0,0,0
IDA,0,0,0,0,0,0,0,0,0,0,0.241016162198943,0.215419227977994,0.198353911526745,0.187801898922806,0.177362929790099,0.16984808320104,0.160798320366283,0.161344739047302,0.145400755899332,0.148418272692065,0.142786045032105,0.138924351427028,0.180413619553231,0.298300320166184,0.291031173820179,0.437600825965471,0.397307748929201,0.360211101604769,0.420394565500126,0.405224554347435,0.421453606244742,0.412040086320523,0.389384341257318,0.326818804955304,0.35426066557572,0.348197115097122,0.337294394247685,0.308251742389133,0.247884048022651,0.280067853324803,0.285811626486415,0.263936747995076,0.394661733834347,0.46722573250834,0.491996760386758,0.64784253202948,0.512100719449074,0.569549714683037,0.616654550243795,0.63141859199559,0.757870622289009,0.937380891397603,1.2179160789245,1.60844681713029,0,0,0,0
IDB,0,0,0,0,0,0,0,0,0,0,0.302712094919627,0.287779646753692,0.26463146666082,0.262463965295373,0.235870589542498,0.229403850579885,0.226577370494699,0.223020412830949,0.199229602753068,0.2096742534065,0.20391937922097,0.19697618791187,0.189984620403694,0.184654955237513,0.175852996288598,0.52017183171716,0.467460157421554,0.391929354276746,0.37639513069861,0.358265378894863,0.341634389498062,0.324811559036055,0.334588802025747,0.259450186093289,0.341506570114385,0.343161031689828,0.318393913191324,0.330789394600771,0.324414651990978,0.353374919287245,0.363282908246334,0.286095258484524,0.497515292047407,0.595526829295479,0.563479585500483,0.906923520799627,0.635979535315665,0.736889959953567,0.845342931227411,0.866549249942158,0.894951382521842,0.93025086217081,1.27305344976594,2.12633110251046,0,0,0,0
IDN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737797956867196,1.72584640792733,1.59301130524152,1.5888778550149,1.18931665555954,3.12948857453754,4.01571366215626,3.63328041564439,3.44384240977133,2.8093197643278,2.61123021704045,2.40969162995595,3.77545854589353,3.74199651985877,3.48030240387455,3.49739370469133,3.35990158640662,3.18105103881744,5.22368068577552,5.9642088213799,5.77450862618627,5.58447076318445,5.55578672303454,5.1956809823648,5.02735361308164,4.96443922307968,5.59581050855176,5.97165346294666,5.57096992724809,5.22198051434709,4.84324075740308,4.48437565227071,4.80847060882501,0,0,0,0
IDX,0,0,0,0,0,0,0,0,0,0,0.188188603746742,0.158412249895691,0.142665968919206,0.13187849343807,0.129728854229008,0.122075535895467,0.110248695475424,0.111438952745893,0.0987447840774636,0.0989390726643224,0.0922416250710497,0.090395829121462,0.179962055632678,0.440879322776583,0.432647762574544,0.36734804817405,0.331889956577864,0.338549917728665,0.500191574613603,0.488148771692376,0.544109485324932,0.550568581382358,0.479615548886223,0.42538219695072,0.384521847712646,0.366503065449519,0.371509609099784,0.29333495639008,0.176144077359738,0.214535052507716,0.216495524746553,0.247114602125325,0.300723993572018,0.351685426969911,0.432227556525326,0.421460575125806,0.410151449769863,0.435071578073839,0.436991330923009,0.449115943084231,0.652065716200768,0.939830073247509,1.17360849394374,1.2060879624888,0,0,0,0
IMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
