CC,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
SST,0,0,0,0,0,0,0,0,0,0,1.30873248290596,1.36677789548895,1.65267223848047,1.41583415986913,1.52960638061205,1.76846597859169,1.73459401189304,1.80177981370339,1.47692366125124,1.35548566685425,1.52327679319691,1.56452309472691,1.6515108218069,0.640873057798093,0.662788399131372,0.735428087835383,0.800713676666063,0.809341580979011,0.790547157593362,0.978524561362593,0.962545261023318,0.91386359104733,0.981362077368057,1.03586144398011,1.12401733590789,1.27832075072317,1.32110768569771,1.63704850451005,2.18836792342487,2.50591212310397,2.59360318821674,2.31169535723755,2.1220512654809,2.22122842220662,2.28804214264001,3.07675013793549,3.70982664291439,3.91691246595131,4.62205715519415,4.55174819428332,4.81005668518087,5.27012148898349,4.95363266378589,4.8838585072368,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SVK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483425414364641,0.471873835837576,0.325953656490028,0.0853578463558766,0.121204388874713,1.29275863172378,1.73167933457622,1.82197496522949,2.0949882325707,2.49417419166909,4.31631787330317,4.83973453826603,5.27810899908817,7.44069544717843,7.3455439081519,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233750565525562,0.513799177921315,0.49771878888428,0.698725852856556,0.882778581765557,0.792351515945256,0.754117880531852,0.740985775719484,0.751179950807685,1.76840051222636,1.17051758824605,1.42110119963088,1.99811498586239,2.76562901980962,3.04257068758302,3.02394686243664,3.66718443979199,0,0,0
SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214535612911743,0.240478552319115,0.315408984969227,0.511145272867025,0.475302889095993,0.384844572450094,0.409760162978054,0.400048894864928,0.297144825804229,0.365009572297141,0.748577598737489,0.895513680648737,1.00691373904655,1.33187592427596,1.50322873738521,1.32416379203012,1.43825497523247,1.34610246819704,1.40482419099017,1.53516751098547,1.33507781674704,1.27440974348507,1.39855827211929,1.52843087981163,1.61317449194114,1.65483198802371,1.60922155773785,1.99522807393805,1.95099218469561,1.97367571268035,3.13707128643334,2.63683901110802,3.26175869120654,3.83442040493725,5.3094486164314,5.32251444447953,6.52401490724844,7.57208227222943,8.23048287456469,10.2134637345905,10.5772598679779,11.7301369680674,11.6429137926891,13.9363919728682,14.3122289227243,16.3041255955442,0,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000981872640819268,0.190187423182838,0.578634302048397,0.839106589550294,1.00242649172008,1.20582498568306,1.21794069641204,1.23523677852819,1.06755737922304,0.933217727370753,0.942114837447223,0.941526784630977,0.927424079422406,0.823975632283457,0.746206297733771,0.671241225025013,0.76692280050112,0.93653027806528,0.84134173250303,0.916534531254477,1.00034729513092,1.10486386590675,1.18730491101438,1.09929249670825,1.00942238561594,0.898405152487057,0.836679126918306,0.860306259415706,0.886893999270222,0.915067977798594,1.28437595604259,1.67397040461929,1.94562779633135,2.34000509988059,2.78221298892446,3.59983982803863,4.06024171478583,0,0,0,0
TEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102685917752673,0.0138239361208623,0.015870130326273,0.0153326067144778,0.0148221929272328,0.0267837594320282,0.0278557396491276,0.0379192585036482,0.0393918506037929,0.0308737268120621,0.0350697844479824,0.0543012256836966,0.0568279888794701,0.0683078287528622,0.101104625578933,0.126142079184157,0.159879653667275,0.234478381163671,0.329440824302999,0.494490267851475,0.68730635648563,0.968693421056391,1.36214178439728,1.64607396329041,2.07506221127855,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.813008130081301,0.657894736842105,1.13636363636364,1.0752688172043,1.05820105820106,1.35746606334842,5.10204081632653,1.6260162601626,2.63157894736842,2.23463687150838,3.90625,4.5045045045045,5.37634408602151,3.52112676056338,0,0,0,0
THA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00226367258239768,0.00199262727906745,0.00175137482924095,0.00157711293705742,0.00140494822765781,0.360875591573742,0.959462166915251,0.370068435844078,0.35646071158886,0.96402669954131,0.532419225439428,0.48232767037688,0.631117389669122,0.985613294239334,1.01966960159711,1.1588765251859,1.06096207348892,1.25472527165953,1.77309294154355,2.08027278730946,2.13888993367686,2.81490598816598,3.14417913310318,4.90502708063163,5.89238096883621,0,0,0,0
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
TLA,0,0,0,0,0,0,0,0,0,0,0.818268236681763,0.825870175767277,0.894322702931516,1.00483033657459,1.18135253629765,1.30502104535153,1.28692141230014,1.28300638785255,1.36730466423858,1.22226056593527,1.30798242231841,1.47019643242492,1.59623123114158,1.45021474461035,1.393003819049,1.67469990161264,1.85842590130854,1.79529144175793,1.80029957554831,2.04399147410962,2.25356198444782,2.67718951350647,2.59728705833159,2.5049868437947,2.50951819129823,2.43482050293558,2.36242595811346,2.21061335922576,2.25115914340482,2.18392003562526,2.51142233441945,2.5870647201474,2.71665236992639,2.75257717526345,2.88672102082178,2.81943711027048,3.23041052952553,3.19887911045422,3.57014907060221,4.30414290915214,4.39138629075102,4.87007344723736,5.45088036155101,6.54957643109918,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000538700001181964,0.000517327156381129,0.000480801247337733,0.00045044541647725,0.000421824065195982,0.000403625688210383,0.000379813868414336,0.00107106346489857,0.00100871040000033,0.0194963588608453,0.0772545886685865,0.135751114677894,0.120037240587273,0.156741689807981,0.186904174555481,0.187905154203273,0.193987515899004,0.247190019896236,0.259682008222505,0.319211311466577,0.425204042910221,0.430873054703324,0.395413566598691,0.53950795358731,0.60698532060364,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834178063151038,0.00114567619650093,0.00206895959179061,0.00187470673810549,0.00926624296164569,0.0103621220022915,0.0218353765941124,0.0230469616973985,0.0431208644640112,0.10557012647328,0.176268699978055,0.18615545970806,0.189920725101551,0.379021844043182,0.445104680470815,0.576325209777934,0.720404628784586,0.894816449909505,1.05388292980773,1.29112918133524,1.66700314030612,1.98362765866695,2.33756872928439,2.84834425717199,2.99964034216566,3.43763150605778,4.04125061161787,4.37394836343267,4.57428140521404,0,0,0,0
TSS,0,0,0,0,0,0,0,0,0,0,0.195889781437208,0.1766864344771,0.167254435405591,0.15733292230083,0.143170686686096,0.144748949885984,0.142953763330932,0.143783983658077,0.136962199256881,0.131921544457952,0.123593384548107,0.129519073442121,0.125999743187138,0.117886453097246,0.127442794909326,0.299766504361737,0.29090956641627,0.264768034976145,0.251545845826508,0.2902253217674,0.288508808246306,0.286602416131076,0.272041149469533,0.221339782922826,0.26570586114655,0.28794060945717,0.305623355566147,0.374997408535291,0.349039540375566,0.424165129918335,0.444304065598509,0.371021794762218,0.468666547649242,0.539820548237122,0.525047120357578,0.691645334710455,0.533464274632985,0.591750380347931,0.656102489811383,0.672093610184753,0.670306875528732,0.734534335467777,0.894079720724851,1.72567479455588,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,0,3.53178607467205,3.15315315315315,2.62443438914027,2.17013888888889,2.0052310374891,1.46604938271605,1.5818431911967,1.86255619781631,1.5633423180593,1.27764127764128,0.831146106736658,0.667655786350148,0.550774526678141,0.432468396540253,0.56235527621568,0.790033424491036,0.890548692904338,0.774748923959828,0.758459743290548,0.866648029074644,0.672043010752688,0.754527162977867,0.733560387739062,0.786434013271074,0.76619456698398,0.374366879541951,0.360866078588613,0.348229831688915,0.343053173241852,0.366367466568969,0.513819985825656,0.460666194188519,0.186422246388069,0.357698289269051,0.311703032020402,0.62586926286509,0.247524752475248,0.258698745311085,0.24225423944919,0.0,0.0,0.0,0.0,0.0,0,0,0,0
TUN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217063042657607,0.210674157303371,0.253356979984799,0.29229406554473,0.368509212730318,0.331727351709976,0.290942500574229,0.312977654851154,0.271531017196964,0.635982166273276,0.855118494991449,0.672849609019822,1.11289518852777,2.00750775257059,2.79646761984861,0,0,0,0
TUR,1.46130853537031,1.26404494382022,1.5817223198594,2.17928555380813,2.01897839693115,2.1978021978022,2.78538077604251,2.58073817762399,2.27098749681041,1.92508407746724,1.65627236478888,1.55652405941475,1.58551307847082,1.53595013727091,1.40818024707163,0.880599463982935,1.06005348893752,0.630580870845991,0.643814936506527,0.584317937701396,0.445831475702185,0.0,0.0,0.0718648939992814,0.0175341184721938,0.110845194608893,0.130769057335468,0.143606393606394,0.121051418030897,0.139026467163686,0.197523487036484,0.173740013661608,0.181552135269889,0.165983580393509,0.357113870627384,0.274082351204908,0.364970570012392,0.298139107564267,0.201820680178633,0.220137365716207,0.273782847830515,0.21870170015456,0.162895412609101,0.150632390609033,0.115463459211144,0.157686657326474,0.316353271593982,0.580088500035279,1.12056752150792,1.85409643574107,2.510974615616,3.06936232755453,4.08071487462212,4.75585701075158,6.29750856790789,0,0,0
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290023201856148,0.0478011472275335,0.0683526999316473,0.105462982493145,0.474023511566174,0.667582956999804,0.57255322955806,0.60595859282949,0.643190223508603,0,0,0,0
UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00173765971988925,0.001744754105988,0.00350326095206955,0.00925909851102122,0.0126748553914226,0.0172023439580929,0.018128879854969,0.0204396680167605,0.018112848219507,0.166212047824203,0.160447799943921,0.104827236650367,0.126733975310737,0.129778862973013,0.380615336529494,0.676282613858115,0.928164772602378,0,0,0,0
UMC,0,0,0,0,0,0,0,0,0,0,0.273947605136274,0.245509413550233,0.26261253086705,0.287805150443692,0.292063566253612,0.278725050613006,0.288220345809087,0.28079944206723,0.310630387804983,0.279517726631829,0.273567726290424,0.297758864166628,0.331375894903408,0.292761410715039,0.292579855243363,0.3524050872298,0.384847603795228,0.366664774121405,0.349186053871542,0.382052275905066,0.428591064472085,0.50791740655507,0.494856094798755,0.504082753918326,0.591730070273794,0.565780970071445,0.584762242352389,0.589391259366487,0.610351603641939,0.584618276323314,0.607546904997043,0.613382901133881,0.628100381682282,0.614906744897618,0.680142261912113,0.693323636364988,0.788931711375942,0.975710127612364,1.28108428597987,1.6529062784121,1.95346874411953,2.36870393750275,3.07610640333972,3.60169380606904,0,0,0,0
URY,0,0,0,0,0,0,0,0,0,0,0.37328909166321,0.411861614497529,0.352802822422579,0.458524385160484,0.35828025477707,0.370096225018505,0.377877018206802,0.324149108589951,0.301507537688442,0.195652173913043,0.225271349580176,0.454840805717999,0.285792052259118,0.359712230215827,0.423792946874527,0.566343042071197,0.463330685729415,0.459044613398365,0.55914730036694,0.792584631918324,0.812081493090184,0.741656365883807,0.73953371772374,0.774379839873999,0.697637545584271,0.614692653673163,0.433687744823727,0.449414715719064,0.65332221295524,0.461254612546125,0.4,0.406038521603332,0.442942067840075,0.612140792382248,0.507680291590732,0.890154886950329,1.45342669212816,9.59060326148934,9.41693921281155,8.80400181900864,9.40641918020108,10.587902236482,10.5127765391871,16.75505341634,0,0,0,0
USA,0.0215417719952203,0.0227867031843865,0.0294348609614496,0.0307168349373281,0.0308555023409935,0.0315988871911477,0.0368847483899885,0.0446859903381643,0.0523093703169529,0.0503112585758527,0.0495485446582677,0.099291829924656,0.139811112541332,0.146321401293085,0.180293959704847,0.191631543571737,0.191986038682096,0.151007450218913,0.196129701571792,0.239317436514345,0.263477093372901,0.2155147929741,0.262388527749649,0.320785336820702,0.434107864858278,0.462283178089831,0.479024815001691,0.444989961659066,2.27447547640803,3.00014393597128,1.90289072749002,2.1386003839666,2.13113884040194,2.134809651692,1.97356995076965,1.97036955076133,1.90492399692829,1.82583590397066,1.89473048333376,1.91659722023853,1.88010360445667,2.01428124733788,2.01802918082428,2.09419779753525,2.19635703638911,2.41730372155768,2.59477811196566,3.09253093498013,3.67566581320619,4.0972927613063,4.78961132612296,5.48624125590861,6.32000921832263,6.90002861670197,7.17550337048128,0,0,0
UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 RB,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931862233487401,0.107450448812259,0.117896370582617,0.0762984358820644,0.0865644724977457,0.110639284321887,0.137404873549081,0.12245731002109,0.115949909639036,0.10361002888307,0,0,0,0
VUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WLD,0,0,0,0,0,0,0,0,0,0,0.251909243739798,0.247095402365236,0.263579247508939,0.246671334595737,0.269361373493944,0.277419782011709,0.282076876725439,0.274371068789554,0.302590635294057,0.34938213472721,0.380637922061343,0.482271920422067,0.517735430968047,0.536051497912692,0.560705520169011,0.5995444575581,0.604320292029499,0.603767626717292,1.10964286086072,1.3119745213965,1.03066266942202,1.13064869690664,1.14565812554002,1.17733264598745,1.18302391817941,1.1794222223578,1.2240590124725,1.25228120509624,1.32555862088938,1.4009104596214,1.43760787911404,1.56095068818774,1.65215688016904,1.79739131112065,1.94131849482408,2.11182743733454,2.33648952105441,2.66836999588661,3.11434727740045,3.53376192462189,4.08243798577277,4.67398699478993,5.39336930406337,5.97834734124879,0,0,0,0
WSM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193498452012384,0.0,0.0,0.0,0.0,0,0,0,0
 Rep.,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
ZAF,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0300757909933031,0.0702754218932006,0.113818894922002,0.0982926026084961,0.147711908851648,0.147473495602215,0.118500759502937,0.114595585691552,0.113725978499979,0.114436801553366,0.112018688384738,0.109404990403071,0.116625378151918,0.126005307619067,0.12429475390418,0.125974666379018,0.144755269444869,0.22828525387848,0.999314549586926,0,0,0,0
ZMB,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
ZWE,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29169801856032,0.827966881324747,1.03606557377049,0.781785763269785,1.08482400461627,1.42144097222222,1.82549168749321,1.73458725182863,1.43669560011972,0,0,0,0
